"id","representation","action","context","agent_role","target_role","source","n_responses","majority_norm","pct_majority"
"scj_489_azbvgi","Not taking care of my sick girlfriend","not taking care of my sick girlfriend","","author","girlfriend","scruples_justice","54","Unjust","0.926"
"scj_831_9yybz4","AITAH for not wanting to “Exchange Money” with my Sister-in-law and her husband","not wanting to ""Exchange Money"" with my Sister-in-law and her husband","","author","sister","scruples_justice","6","Just","1.0"
"scj_832_a6van5","If I do not add tip for carryout orders","not adding tip for carryout orders","","author","other person","scruples_justice","14","Just","0.857"
"scj_834_b2u1yv","Not wanting to cover/swap shifts with coworkers who are ‘sick’ with period pain","not wanting to cover/swap shifts with coworkers who are 'sick' with period pain","","author","other person","scruples_justice","100","Just","0.5"
"scj_835_a0o0e4","Calling in sick 20 min before my shift at my first job","calling in sick 20 min before my shift at my first job","","author","other person","scruples_justice","11","Just","0.727"
"scj_837_autqu8","Not tipping for food I ordered for pickup at Denny's","not tipping for food I ordered for pickup at Denny's","","author","other person","scruples_justice","16","Just","0.938"
"scj_838_arjc2e","Not paying the rent.","not paying the rent","","author","other person","scruples_justice","14","Just","0.857"
"scj_839_ae9smx","WIBTA If I asked my friends to pay for their part of my birthday","asking my friends to pay for their part of my birthday","","author","other person","scruples_justice","14","Just","1.0"
"scj_840_b2z38d","WIBTA for not paying my abusive parents back money I owe them","not paying my abusive parents back money I owe them","","author","other person","scruples_justice","13","Just","0.692"
"scj_841_ax64fq","Saying we should split up because my 1 year girlfriend doesn't want a threesome","saying we should split up because my 1 year girlfriend doesn't want a threesome","","author","girlfriend","scruples_justice","7","Unjust","0.857"
"scj_842_aba8oe","Expecting to share finances - including debt - after marriage","expecting to share finances - including debt - after marriage","","author","other person","scruples_justice","32","Just","0.656"
"scj_843_b79ow0","Not wanting to pay for my mother","not wanting to pay for my mother","","author","mother","scruples_justice","11","Unjust","0.909"
"scj_844_aeo5o7","Asking couple to pay ""fair share""","asking couple to pay ""fair share""","","author","other person","scruples_justice","8","Just","1.0"
"scj_845_b6ktci","WIBTA if I don't tip at a restaurant because of my debt","not tipping at a restaurant because of my debt","","author","other person","scruples_justice","51","Unjust","0.706"
"scj_846_b4xfaa","Cancelling an employee shift","cancelling an employee shift","","author","other person","scruples_justice","8","Just","0.875"
"scj_847_b35a1i","Taking a neighbor’s laundry out of the dryer and putting my own in","taking a neighbor's laundry out of the dryer and putting my own in","","author","other person","scruples_justice","9","Just","1.0"
"scj_848_ad250c","Not lending money to my mother","not lending money to my mother","","author","mother","scruples_justice","10","Just","1.0"
"scj_849_akr7u9","Charging my sister more when I babysit her kids than when I babysit my friend","charging my sister more when I babysit her kids than when I babysit my friend","","author","sister","scruples_justice","5","Just","0.8"
"scj_850_agmfcs","Wanting money instead of favors","wanting money instead of favors","","author","other person","scruples_justice","5","Just","1.0"
"scj_851_aoca5f","Refusing payment","refusing payment","","author","other person","scruples_justice","8","Just","1.0"
"scj_852_apbhk0","WIBTA if I didn't lend money to a friend for an abortion","not lending money to a friend for an abortion","","author","other person","scruples_justice","7","Just","0.857"
"scj_853_ac6jk4","Thinking about studying something that won't make me earn a lot of money","thinking about studying something that won't make me earn a lot of money","","author","other person","scruples_justice","9","Just","0.889"
"scj_854_a1ni67","Not wanting to pay for a work Christmas party","not wanting to pay for a work Christmas party","","author","other person","scruples_justice","11","Just","0.909"
"scj_855_ayvfo1","WIBTA if i told my wife i would no longer help take care of her father","telling my wife I would no longer help take care of her father","","author","wife","scruples_justice","6","Just","0.833"
"scj_857_axdqlx","Wanting my parents to pay for my trip","wanting my parents to pay for my trip","","author","other person","scruples_justice","7","Unjust","1.0"
"scj_858_aueje1","Forcing my pizza delivery person to walk up 4 flights of stairs to deliver my food by threatening to tip poorly","forcing my pizza delivery person to walk up 4 flights of stairs to deliver my food by threatening to tip poorly","","author","other person","scruples_justice","37","Unjust","0.649"
"scj_859_akof4n","Not contributing money to my uncle's memorial after I said I would while at his funeral","not contributing money to my uncle's memorial after I said I would while at his funeral","","author","other person","scruples_justice","7","Just","1.0"
"scj_860_afcsx1","Not paying for my employees travel arrangements to go to his father's funeral","not paying for my employees travel arrangements to go to his father's funeral","","author","other person","scruples_justice","10","Just","1.0"
"scj_861_arylc0","Not paying for my friend","not paying for my friend","","author","friend","scruples_justice","8","Just","1.0"
"scj_862_al50en","Not paying rent and then getting mad about the eviction notice","not paying rent and then getting mad about the eviction notice","","author","other person","scruples_justice","10","Just","0.7"
"scj_864_b05wcs","Getting mad at my girlfriend for wasting money.","getting mad at my girlfriend for wasting money","","author","girlfriend","scruples_justice","8","Just","0.875"
"scj_811_an4vbb","Not tipping my hairdresser","not tipping my hairdresser","","author","other person","scruples_justice","15","Just","0.933"
"scj_865_antb2c","Getting Tired of Taking Care of my Wife (Despite not complaining)","getting tired of taking care of my wife","","author","wife","scruples_justice","27","Just","1.0"
"scj_866_ax7tyb","Wanting an item of inheritance","wanting an item of inheritance","","author","other person","scruples_justice","5","Just","0.8"
"scj_867_aalude","Not wanting to babysit my brother's kid and critiquing his parenting","not wanting to babysit my brother's kid and critiquing his parenting","","author","brother","scruples_justice","33","Unjust","0.545"
"scj_868_b8t9e7","Expecting my girlfriend to shoulder most of our family’s finances since she makes more money than I do","expecting my girlfriend to shoulder most of our family's finances since she makes more money than I do","","author","girlfriend","scruples_justice","21","Unjust","0.81"
"scj_870_aamd0q","Not agreeing to reimburse my roommate for half of the cost of a wifi router","not agreeing to reimburse my roommate for half of the cost of a wifi router","","author","roommate","scruples_justice","7","Just","0.714"
"scj_871_avwvvl","Not wanting to pay for to my mom’s destination wedding in Mexico","not wanting to pay for to my mom's destination wedding in Mexico","","author","mom","scruples_justice","18","Just","0.944"
"scj_872_am8o41","Wanting to get some money for everything I do as a stay at home mom","wanting to get some money for everything I do as a stay at home mom","","author","other person","scruples_justice","57","Unjust","0.877"
"scj_873_anyrmm","Wanting my roommate to split grocery costs with the rest of us","wanting my roommate to split grocery costs with the rest of us","","author","roommate","scruples_justice","11","Just","1.0"
"scj_874_andiyu","WIBTA if I stop taking care of my Brothers Dog","stopping taking care of my Brothers Dog","","author","other person","scruples_justice","15","Just","0.8"
"scj_876_b42lyd","Paying to get my part of the chores done","paying to get my part of the chores done","","author","other person","scruples_justice","12","Just","1.0"
"scj_877_b5i438","Having a plumber not get paid","having a plumber not get paid","","author","other person","scruples_justice","11","Just","1.0"
"scj_878_axds3m","Wanting my parents to pay for stuff","wanting my parents to pay for stuff","","author","other person","scruples_justice","7","Just","1.0"
"scj_879_b7hciz","Requesting a refund from a crappy gas station","requesting a refund from a crappy gas station","","author","other person","scruples_justice","9","Unjust","0.889"
"scj_880_avkecb","Refusing to pay for prom tickets","refusing to pay for prom tickets","","author","other person","scruples_justice","12","Just","1.0"
"scj_881_aqida9","Not paying for damage my cigarette did","not paying for damage my cigarette did","","author","other person","scruples_justice","14","Just","1.0"
"scj_882_avtyc8","Not wanting to babysit my nephew","not wanting to babysit my nephew","","author","other person","scruples_justice","9","Unjust","0.667"
"scj_883_amgi56","Evicting a girl living in my house rent free","evicting a girl living in my house rent free","","author","other person","scruples_justice","13","Just","0.769"
"scj_884_aurkgv","Making a date split the bill","making a date split the bill","","author","other person","scruples_justice","17","Just","0.765"
"scj_885_ahe721","Refusing to borrow money to my relative in need","refusing to borrow money to my relative in need","","author","other person","scruples_justice","5","Just","1.0"
"scj_887_apxxlt","If I don't pay my friend for breaking his wall","not paying my friend for breaking his wall","","author","friend","scruples_justice","5","Just","1.0"
"scj_888_aoymg6","Being mad at my wife for not cleaning the house that we share with her grandmother","being mad at my wife for not cleaning the house that we share with her grandmother","","author","wife","scruples_justice","8","Just","0.5"
"scj_889_agrsnh","Not wanting to babysit anymore &amp; getting mad when family members don’t respect me when I say no","not wanting to babysit anymore & getting mad when family members don't respect me when I say no","","author","other person","scruples_justice","50","Just","1.0"
"scj_890_ah2yzk","Not wanting to pay for other people's drinks","not wanting to pay for other people's drinks","","author","other person","scruples_justice","10","Just","1.0"
"scj_891_a1kkxz","Tipping (poorly) when tipping optional","tipping (poorly) when tipping optional","","author","other person","scruples_justice","11","Just","1.0"
"scj_892_b4yx07","Suing my ex for child support that I don't need","suing my ex for child support that I don't need","","author","child","scruples_justice","100","Just","0.5"
"scj_893_aonokb","Being really upset at my mom for taking money from me? Did i overreact","being really upset at my mom for taking money from me? did I overreact","","author","mom","scruples_justice","5","Unjust","0.6"
"scj_894_am4sbe","Not covering shifts at work","not covering shifts at work","","author","other person","scruples_justice","5","Just","1.0"
"scj_895_b53pu3","Not giving my roommate money that would have saved his cat's life","not giving my roommate money that would have saved his cat's life","","author","roommate","scruples_justice","77","Just","0.649"
"scj_1_aeot9v","Not tipping a cashier","not tipping a cashier","","author","other person","scruples_justice","8","Just","1.0"
"scj_896_avzx2e","Forgiving my dad’s killer, taking 5k from granddad, and trying to take all my dad’s money","forgiving my dad's killer, taking 5k from granddad, and trying to take all my dad's money","","author","dad","scruples_justice","29","Just","0.793"
"scj_897_a9lik9","WIBTA If I stole my money back","stealing my money back","","author","other person","scruples_justice","20","Just","0.9"
"scj_898_b3pmlt","If i buy a cheap phone plan with my money, even though my parents said no","buying a cheap phone plan with my money, even though my parents said no","","author","other person","scruples_justice","5","Unjust","0.6"
"scj_899_b3lq2q","Refusing to pay my ex-roommate for furniture I don’t get to keep","refusing to pay my ex-roommate for furniture I don't get to keep","","author","other person","scruples_justice","5","Just","1.0"
"scj_901_b2m4yu","Advertising money owed","advertising money owed","","author","other person","scruples_justice","7","Unjust","0.714"
"scj_902_b1vup8","Telling my parents I don’t need them and not wanting to help with money anymore.","telling my parents I don't need them and not wanting to help with money anymore","","author","other person","scruples_justice","26","Just","1.0"
"scj_903_abyzzm","Not Paying a New ""Friend"" to Watch Our Puppy","not paying a New ""friend"" to watch our Puppy","","author","other person","scruples_justice","25","Unjust","0.64"
"scj_904_adnucn","Keeping money recieved from a sexual assult case in a seperate account which my boyfriend thinks he should have since I'm not using it","keeping money recieved from a sexual assult case in a seperate account which my boyfriend thinks he should have since I'm not using it","","author","boyfriend","scruples_justice","14","Just","1.0"
"scj_905_ajtdzx","WIBTA if I refused to give my mother money to help with bills","refusing to give my mother money to help with bills","","author","mother","scruples_justice","10","Just","0.7"
"scj_906_b8oks3","Expecting my friend and her boyfriend to help me pay for my laptop they broke","expecting my friend and her boyfriend to help me pay for my laptop they broke","","author","friend","scruples_justice","7","Just","0.857"
"scj_907_ba7r5r","WIBTA if I spent my tax return on myself instead of a ring to propose to my girlfriend","spending my tax return on myself instead of a ring to propose to my girlfriend","","author","girlfriend","scruples_justice","10","Just","0.8"
"scj_908_ahout6","Asking my dad for money","asking my dad for money","","author","dad","scruples_justice","5","Just","1.0"
"scj_909_a4tyly","Knowing exactly how much money my girlfriend owes me","knowing exactly how much money my girlfriend owes me","","author","girlfriend","scruples_justice","11","Just","1.0"
"scj_910_a92nyp","Making my gf carry her stuff and letting her clean her mess and making her pay for her own food","making my gf carry her stuff and letting her clean her mess and making her pay for her own food","","author","other person","scruples_justice","11","Unjust","0.545"
"scj_911_ady43v","Asking my brother and his pregnant gf to move out of the house I rent to them","asking my brother and his pregnant gf to move out of the house I rent to them","","author","brother","scruples_justice","35","Just","0.943"
"scj_912_a05coh","Making someone pay for cups this person used","making someone pay for cups this person used","","author","other person","scruples_justice","6","Just","0.833"
"scj_913_avjh4e","WIBTA If I took money from friends","taking money from friends","","author","other person","scruples_justice","11","Just","1.0"
"scj_914_auk5sv","Doing the dishes","doing the dishes","","author","other person","scruples_justice","14","Unjust","0.643"
"scj_915_b3gcfw","Not wanting to pay more of the bills when my gf and I move in together","not wanting to pay more of the bills when my gf and I move in together","","author","other person","scruples_justice","34","Just","0.735"
"scj_918_ai07jd","By telling my gf that she should be paying for half of our living expenses","telling my gf that she should be paying for half of our living expenses","","author","other person","scruples_justice","15","Just","1.0"
"scj_920_a1c0ku","Not paying for gas","not paying for gas","","author","other person","scruples_justice","6","Unjust","0.667"
"scj_921_aorx6j","WIBTA if I called a work buddy out for constantly saying he has money, even though he didnt do anything for it","calling a work buddy out for constantly saying he has money, even though he didnt do anything for it","","author","other person","scruples_justice","7","Just","1.0"
"scj_922_aenelp","Not wanting to pay for something my Girlfriend offered to pay for","not wanting to pay for something my girlfriend offered to pay for","","author","girlfriend","scruples_justice","5","Just","0.6"
"scj_924_b5xics","If I won’t clean the house if I pay bills","not cleaning the house if I pay bills","","author","other person","scruples_justice","33","Unjust","0.97"
"scj_925_aeot4m","Refusing to give money to an desperate/aggressive beggar","refusing to give money to an desperate/aggressive beggar","","author","other person","scruples_justice","5","Just","1.0"
"scj_926_b8zu9u","Not wanting to split a sandwich with my then-gf even though we had agreed to go halfsies","not wanting to split a sandwich with my then-gf even though we had agreed to go halfsies","","author","other person","scruples_justice","18","Unjust","0.722"
"scj_927_app2lx","Waking roommate up to take care of her dog","waking roommate up to take care of her dog","","author","other person","scruples_justice","30","Just","0.933"
"scj_929_aur17g","Wanting to leave our 8 year old with my parents for 2 hrs to attend a Kickboxing class my wife and I pay for (a bit on the expensive side) that we can only attend 2 times a week and today is one of those days. More in comments.","wanting to leave our 8 year old with my parents for 2 hrs to attend a Kickboxing class my wife and I pay for (a bit on the expensive side) that we can only attend 2 times a week and today is one of those days. more in comments","","author","wife","scruples_justice","6","Unjust","0.667"
"scj_930_as92j2","WIBTA if I kept some of my roommates money when she moves","keeping some of my roommates money when she moves","","author","other person","scruples_justice","6","Unjust","0.667"
"scj_931_arrve3","Considering on closing out an electric bill that my parents put in my name and reporting them for identity fraud","considering on closing out an electric bill that my parents put in my name and reporting them for identity fraud","","author","other person","scruples_justice","19","Just","1.0"
"scj_932_ap8prk","Not giving money to the church","not giving money to the church","","author","other person","scruples_justice","33","Just","1.0"
"scj_933_arnjb9","Wanting to Split the Bill on A First Date","wanting to split the Bill on a first date","","author","other person","scruples_justice","23","Just","0.696"
"scj_934_b7l92a","WIBTA for returning a milkshake and expecting a refund","returning a milkshake and expecting a refund","","author","other person","scruples_justice","6","Just","1.0"
"scj_935_b31df4","Letting my girlfriend pay","letting my girlfriend pay","","author","girlfriend","scruples_justice","46","Just","1.0"
"scj_936_azxo7s","WIBTA if i left home and rented a place with parent's money","leaving home and renting a place with parent's money","","author","other person","scruples_justice","5","Unjust","0.8"
"scj_937_avrhoh","Wanting her to pay for a date","wanting her to pay for a date","","author","other person","scruples_justice","39","Just","0.795"
"scj_938_b1fh05","Calling out my GF for not tackling her debt","calling out my gf for not tackling her debt","","author","other person","scruples_justice","11","Just","0.909"
"scj_939_ac2hm9","Not covering my co-worker's shift","not covering my co-worker's shift","","author","other person","scruples_justice","5","Just","1.0"
"scj_940_b4vs6r","Pushing against people who tip their seats back for no reason","pushing against people who tip their seats back for no reason","","author","other person","scruples_justice","15","Unjust","0.733"
"scj_941_aje0q1","Splitting Bills with my GF even though I earn way more than her","Splitting Bills with my gf even though I earn way more than her","","author","other person","scruples_justice","13","Just","0.923"
"scj_942_agme1n","Not paying for a cocktail","not paying for a cocktail","","author","other person","scruples_justice","17","Unjust","0.529"
"scj_943_9v4v5g","Refusing to refund a sale to my family member","refusing to refund a sale to my family member","","author","other person","scruples_justice","6","Just","1.0"
"scj_944_ag3tou","Expecting my (21M) friend (22M) to pay to get my car cleaned after he shat/threw up in it","expecting my friend to pay to get my car cleaned after he shat/threw up in it","","author","friend","scruples_justice","11","Just","1.0"
"scj_945_b0hj1m","Not Wanting My Parents to Babysit My Newborn","not wanting my parents to Babysit my Newborn","","author","other person","scruples_justice","12","Just","1.0"
"scj_946_acn0lc","Wanting to be paid by a nonprofit","wanting to be paid by a nonprofit","","author","other person","scruples_justice","5","Just","1.0"
"scj_947_a8qrp3","Not expecting help with funeral expenses","not expecting help with funeral expenses","","author","other person","scruples_justice","9","Just","0.889"
"scj_948_b2dfta","Moving my neighbor's laundry","moving my neighbor's laundry","","author","neighbor","scruples_justice","7","Just","1.0"
"scj_950_ay5yf5","Asking my boyfriend to stop paying his ex “alimony”","asking my boyfriend to stop paying his ex ""alimony""","","author","boyfriend","scruples_justice","29","Just","0.828"
"scj_951_b1vide","Thinking my boyfriend and me shouldn’t pay more rent because we share a room....","for thinking my boyfriend and me shouldn't pay more rent because we share a room","","author","boyfriend","scruples_justice","59","Unjust","0.847"
"scj_952_9y5x0i","- for not paying to upgrade a tv I accidentally broke","not paying to upgrade a tv I accidentally broke","","author","other person","scruples_justice","5","Just","0.8"
"scj_953_a8i47c","Expecting my wife to do chores around the house","expecting my wife to do chores around the house","","author","wife","scruples_justice","8","Just","0.875"
"scj_954_b5k9ur","Not having any memories of my grandfather for his funeral and trying to pay my sister to make one up for me","not having any memories of my grandfather for his funeral and trying to pay my sister to make one up for me","","author","father","scruples_justice","6","Just","0.667"
"scj_955_b5x6fk","If I don’t want to babysit my little sister and brother every other weekend while my mom works","not wanting to babysit my little sister and brother every other weekend while my mom works","","author","sister","scruples_justice","15","Just","0.867"
"scj_956_b2u0dh","Asking him to take care of dinner","asking him to take care of dinner","","author","other person","scruples_justice","11","Just","0.636"
"scj_957_b0ah2w","Wanting my sister to pay half of the household bills not half of the rent","wanting my sister to pay half of the household bills not half of the rent","","author","sister","scruples_justice","12","Just","1.0"
"scj_958_ax0gnw","Being upset with MIL for going back on paying our down payment","being upset with MIL for going back on paying our down payment","","author","other person","scruples_justice","5","Just","1.0"
"scj_959_a5o7fx","Not wanting to pay my roommate five dollars","not wanting to pay my roommate five dollars","","author","roommate","scruples_justice","5","Unjust","1.0"
"scj_960_axp9t3","By being upset at a friend that has promised to draw something for me several times, but says he doesn't owe me","being upset at a friend that has promised to draw something for me several times, but says he doesn't owe me","","author","other person","scruples_justice","7","Just","1.0"
"scj_961_b29x32","Cutting off a friend over how she spent her money","cutting off a friend over how she spent her money","","author","other person","scruples_justice","34","Just","1.0"
"scj_962_awj536","WIBTA for asking someone for half of the bill for vehicle repairs after an accident.","asking someone for half of the bill for vehicle repairs after an accident","","author","other person","scruples_justice","16","Just","0.938"
"scj_963_b5v0up","Not committing to caring for an older relative with Down's Syndrome","not committing to caring for an older relative with Down's syndrome","","author","other person","scruples_justice","50","Just","0.98"
"scj_965_ajj9su","Not paying a parking ticket","not paying a parking ticket","","author","other person","scruples_justice","5","Unjust","0.8"
"scj_966_auuaeh","AITA: I (m30) left my ex (f30) for a younger woman (f26) whom my ex used to babysit 20 years ago.","leaving my ex for a younger woman whom my ex used to babysit 20 years ago","","author","other person","scruples_justice","17","Unjust","1.0"
"scj_967_b3q727","WIBTA if i stop loaning money to my dad","stopping loaning money to my dad","","author","dad","scruples_justice","5","Just","1.0"
"scj_968_b90u9g","WIBTA if I didn’t shop around for car repairs when someone else is paying for it","not shopping around for car repairs when someone else is paying for it","","author","other person","scruples_justice","6","Just","0.833"
"scj_969_aclqzj","Refusing to work until I've been paid","refusing to work until I've been paid","","author","other person","scruples_justice","10","Just","1.0"
"scj_970_auzirj","WIBTA If I don't share my rather large (to me at least) inheritance with my aunt and 3 cousins","not sharing my rather large (to me at least) inheritance with my aunt and 3 cousins","","author","other person","scruples_justice","100","Just","0.5"
"scj_971_b95acf","Not giving my Husband some of my birthday money","not giving my Husband some of my birthday money","","author","husband","scruples_justice","15","Just","0.933"
"scj_972_b0uq5m","WIBTA for asking my GF to tell me what happened to her money before I lend her any","asking my gf to tell me what happened to her money before I lend her any","","author","other person","scruples_justice","9","Just","1.0"
"scj_976_aije30","Refusing to pay my house sitter for not cleaning the cat’s litter box","refusing to pay my house sitter for not cleaning the cat's litter box","","author","other person","scruples_justice","84","Just","0.595"
"scj_978_arogct","Not tipping on to go orders","not tipping on to go orders","","author","other person","scruples_justice","7","Just","0.714"
"scj_979_b8ik9o","Wanting to be paid back and stopping my friend from getting tattoos and going on a trip","wanting to be paid back and stopping my friend from getting tattoos and going on a trip","","author","friend","scruples_justice","18","Just","1.0"
"scj_980_b7tqsb","Refusing to pay more than half of a misbooked airbnb","refusing to pay more than half of a misbooked airbnb","","author","other person","scruples_justice","6","Just","1.0"
"scj_982_ay7o13","Refusing to do a survey on the credit card reader while paying with cash at the Office Max","refusing to do a survey on the credit card reader while paying with cash at the Office Max","","author","other person","scruples_justice","6","Just","0.667"
"scj_983_asy9pq","Not paying for my friend's food","not paying for my friend's food","","author","friend","scruples_justice","6","Just","0.833"
"scj_503_awct6l","Never tipping","never tipping","","author","other person","scruples_justice","55","Unjust","0.909"
"scj_984_a4pwvt","Squandering my parents’ college money","squandering my parents' college money","","author","other person","scruples_justice","5","Just","1.0"
"scj_985_b2pzlr","Not paying WiFi at a house I moved out of","not paying WiFi at a house I moved out of","","author","other person","scruples_justice","6","Just","0.833"
"scj_986_b1mvvu","WIBTA for asking for a full refund","asking for a full refund","","author","other person","scruples_justice","9","Just","1.0"
"scj_526_au4zxy","Not paying rent","not paying rent","","author","other person","scruples_justice","7","Just","1.0"
"scj_987_av5l77","Not paying my friend back his money after getting ripped off by another friend of mine","not paying my friend back his money after getting ripped off by another friend of mine","","author","friend","scruples_justice","13","Just","0.769"
"scj_988_a4lpmh","Not wanting to give money to someone who doesn't","not wanting to give money to someone who doesn't","","author","other person","scruples_justice","12","Just","0.917"
"scj_989_ajjhws","Tipping delivery drivers with food","tipping delivery drivers with food","","author","other person","scruples_justice","18","Unjust","0.722"
"scj_990_b5lqzc","Not letting my neighbor park in the driveway I pay for","not letting my neighbor park in the driveway I pay for","","author","neighbor","scruples_justice","13","Just","1.0"
"scj_991_b0dg00","Demanding higher pay than a disabled colleague of mine","demanding higher pay than a disabled colleague of mine","","author","other person","scruples_justice","60","Unjust","0.833"
"scj_992_anp1kk","Insisting to my friends that when we split for something that they should pay me back asap even on amounts under $10 rather than waiting for them to shout me back or for me to 'let it slide'","insisting to my friends that when we split for something that they should pay me back asap even on amounts under $10 rather than waiting for them to shout me back or for me to 'let it slide'","","author","other person","scruples_justice","18","Just","0.889"
"scj_993_b5nh55","Doing late-night laundry","doing late-night laundry","","author","other person","scruples_justice","9","Just","0.667"
"scj_994_b9klm1","Playing a fun game with the kids I babysit.","playing a fun game with the kids I babysit","","author","other person","scruples_justice","11","Just","0.818"
"scj_995_ajql6y","Expecting stepson to do his chores still now that he gas a job","expecting stepson to do his chores still now that he gas a job","","author","other person","scruples_justice","41","Just","1.0"
"scj_996_b2j231","Asking for bonus marks","asking for bonus marks","","author","other person","scruples_justice","18","Just","0.611"
"scj_997_b42d2o","Not wanting to pay for my girlfriends half of my free holiday","not wanting to pay for my girlfriends half of my free holiday","","author","other person","scruples_justice","14","Just","1.0"
"scj_998_9z7uld","Asking for compensation to babysit my own brother","asking for compensation to babysit my own brother","","author","brother","scruples_justice","8","Unjust","0.75"
"scj_1000_azmghr","Tipping extra instead of cleaning after myself at a restaurant","tipping extra instead of cleaning after myself at a restaurant","","author","other person","scruples_justice","32","Just","1.0"
"scj_1001_axn7kz","Not wanting to take care of my grandma anymore","not wanting to take care of my grandma anymore","","author","other person","scruples_justice","6","Just","1.0"
"scj_1002_an34tc","Refusing to pay rent and demanding to live for free","refusing to pay rent and demanding to live for free","","author","other person","scruples_justice","7","Unjust","0.857"
"scj_1003_b15jrf","AITA(15M) for being upset that my family thinks I'm ""high maintenance"".","being upset that my family thinks I'm ""high maintenance""","","author","other person","scruples_justice","15","Just","0.6"
"scj_1004_b37hnn","Not cleaning my beans","not cleaning my beans","","author","other person","scruples_justice","8","Unjust","0.875"
"scj_1005_b7jfsu","Asking my friend to pay fair market rent to stay at my place","asking my friend to pay fair market rent to stay at my place","","author","friend","scruples_justice","11","Just","0.818"
"scj_1006_as3s3b","Not Wanting To Take Care Of My Sister's Kids","not wanting to take care of my Sister's kids","","author","sister","scruples_justice","7","Just","1.0"
"scj_1007_azeugy","Wanting my sister to pay the same amount for Mother's Day presents","wanting my sister to pay the same amount for Mother's day presents","","author","sister","scruples_justice","9","Unjust","0.778"
"scj_1008_anea6l","Wanting to quit my babysitting job","wanting to quit my babysitting job","","author","other person","scruples_justice","8","Just","0.875"
"scj_1009_ajpvtp","Moving someone else's laundry when their clothes were sitting in the machine","moving someone else's laundry when their clothes were sitting in the machine","","author","other person","scruples_justice","7","Just","1.0"
"scj_1010_aptamz","Wanting to split up with my SO because my physical attraction to her has diminished, and being honest if she asks why? This woman is otherwise perfect (career, stable, caring, etc.) I’m a solid 8/10 overall, I don’t think my standards are too high, I know looks fade, etc..","wanting to split up with my so because my physical attraction to her has diminished, and being honest if she asks why? this woman is otherwise perfect (career, stable, caring, etc.) I'm a solid 8/10 overall, I don't think my standards are too high, I know looks fade, etc","","author","other person","scruples_justice","10","Unjust","0.8"
"scj_1011_9zllsr","Not paying this $11.50","not paying this $11.50","","author","other person","scruples_justice","19","Just","0.895"
"scj_1012_b46zc8","Being mad at my “friend” for not paying me for a logo I made","being mad at my ""friend"" for not paying me for a logo I made","","author","other person","scruples_justice","9","Just","0.889"
"scj_1013_av4so5","WIBTA if i took another job with a way higher pay, 3-4 months after getting hired at my current workplace","taking another job with a way higher pay, 3-4 months after getting hired at my current workplace","","author","other person","scruples_justice","42","Just","0.881"
"scj_1014_a8ftj1","Getting mad at my friend when he smokes weed I partly paid for","getting mad at my friend when he smokes weed I partly paid for","","author","friend","scruples_justice","5","Just","1.0"
"scj_1015_airwhv","Telling my friend my salary","telling my friend my salary","","author","friend","scruples_justice","23","Just","0.826"
"scj_1016_b6d0ks","Ignoring hints for money from a new coworker","ignoring hints for money from a new coworker","","author","other person","scruples_justice","13","Just","1.0"
"scj_1017_ary6qg","Being upset because of having to pay for my sister","being upset because of having to pay for my sister","","author","sister","scruples_justice","5","Just","1.0"
"scj_1018_ati7b2","Not cooking for my ‘vegan’ husband","not cooking for my 'vegan' husband","","author","other person","scruples_justice","100","Just","0.5"
"scj_1019_arw1a7","Cleaning out mum’s pantry","cleaning out mum's pantry","","author","other person","scruples_justice","10","Just","0.8"
"scj_1020_ar4vax","Being mad at my girlfriend for handing the tip to the waiter","being mad at my girlfriend for handing the tip to the waiter","","author","girlfriend","scruples_justice","7","Unjust","0.714"
"scj_1021_ac4m7b","Wanting to sleep at night while my wife and grandma take care of the newborn","wanting to sleep at night while my wife and grandma take care of the newborn","","author","wife","scruples_justice","6","Just","0.833"
"scj_1022_ancxiy","WIBTA if I commented on a customers order so they would tip for once","commenting on a customers order so they would tip for once","","author","other person","scruples_justice","10","Unjust","0.7"
"scj_490_a90egv","Asking for my money back","asking for my money back","","author","other person","scruples_justice","12","Just","0.917"
"scj_1023_axm7a6","Not paying my friend to be in my short films","not paying my friend to be in my short films","","author","friend","scruples_justice","47","Just","0.617"
"scj_1024_az3kec","Telling my mother off for not properly cleaning the dishes","telling my mother off for not properly cleaning the dishes","","author","mother","scruples_justice","13","Unjust","0.538"
"scj_1025_asxmgh","Not paying my ex directly for our daughter's braces","not paying my ex directly for our daughter's braces","","author","other person","scruples_justice","16","Just","1.0"
"scj_1026_b8dw7z","Getting mad my grandparents didnt lend me money","getting mad my grandparents didnt lend me money","","author","other person","scruples_justice","18","Unjust","0.889"
"scj_1027_aq0tey","Not caring for a specific person","not caring for a specific person","","author","other person","scruples_justice","6","Just","0.833"
"scj_1028_b3y6ym","Not wanting to make the divorce easier for my spouse after infidelity and lies about money from them","not wanting to make the divorce easier for my spouse after infidelity and lies about money from them","","author","other person","scruples_justice","13","Just","1.0"
"scj_1029_b34mau","Watching a movie with gay characters with 11-year-old I babysit without asking her parents","watching a movie with gay characters with 11-year-old I babysit without asking her parents","","author","other person","scruples_justice","15","Just","0.733"
"scj_1030_b0ssd4","Not paying more than half in bills in a relationship when I make more money","not paying more than half in bills in a relationship when I make more money","","author","other person","scruples_justice","14","Just","1.0"
